k,theta,sigma,v0,rho,T,Strike,Price
0.530493,0.012804,0.711662,0.359536,-0.871645,0.153388,0.853720,0.034224
0.622860,0.189054,0.653648,0.016991,-0.463766,0.792979,0.962120,0.056033
0.052521,0.426606,0.648599,0.069921,-0.715918,0.433029,0.865080,0.024914
0.431196,0.093621,0.383577,0.622211,-0.167953,1.628263,0.836840,0.229761
0.653648,0.430399,0.418227,0.177836,-0.682160,0.505096,0.812760,0.050545
0.107366,0.648281,0.490992,0.342156,-0.338233,1.275404,0.809480,0.149821
0.240819,0.795220,0.023019,0.710533,-0.196960,1.943363,0.742200,0.271758
0.839472,0.535943,0.410108,0.379602,-0.102415,1.075879,1.040360,0.289306
0.941442,0.373202,0.041235,0.617866,-0.343975,1.150438,1.243080,0.471669
0.092715,0.028842,0.317939,0.794431,-0.319918,0.189421,1.239640,0.315283
0.879072,0.634930,0.225474,0.498023,-0.517225,1.738471,0.923560,0.322771
0.592962,0.407331,0.807396,0.598985,-0.843034,0.514488,0.783720,0.102382
0.649095,0.337337,0.139542,0.520537,-0.770269,1.138171,1.041720,0.307415
0.978171,0.299733,0.677805,0.440115,-0.204781,1.487388,0.974760,0.261506
0.447530,0.306922,0.154689,0.471163,-0.263489,1.018188,1.149960,0.359840
0.941145,0.168119,0.470004,0.604673,-0.365953,0.623546,0.987400,0.207823
0.017573,0.767097,0.588012,0.069131,-0.547420,0.568538,0.719320,0.009893
0.586031,0.431031,0.361896,0.308581,-0.509206,1.628646,1.173720,0.397985
0.741264,0.225315,0.483567,0.364513,-0.373576,1.961954,0.945000,0.249124
0.468122,0.587135,0.423771,0.533415,-0.930154,0.544771,1.121240,0.281535
0.309129,0.757222,0.562569,0.666135,-0.275666,0.916413,1.355000,0.548838
0.589893,0.790481,0.846302,0.775392,-0.506434,1.808429,0.810040,0.287054
0.778983,0.387897,0.778785,0.397377,-0.310217,0.193446,1.170680,0.219899
0.360807,0.377548,0.182310,0.645279,-0.974309,1.362996,0.615800,0.124475
0.990843,0.524330,0.904614,0.600328,-0.953716,1.245313,1.045400,0.314288
0.231611,0.113608,0.395358,0.180759,-0.146470,0.299054,1.266760,0.286161
0.945402,0.371544,0.816504,0.658235,-0.516533,1.434104,0.741240,0.168919
0.109446,0.764727,0.801753,0.784161,-0.015790,0.937879,1.202520,0.462678
0.756113,0.781001,0.945402,0.246961,-0.800663,1.160213,1.339000,0.460093
0.491784,0.466581,0.981339,0.384421,-0.817097,0.333363,1.254840,0.296503
0.740372,0.578524,0.396942,0.479616,-0.628006,0.187887,0.650440,0.010059
0.770270,0.788427,0.688101,0.558616,-0.520393,0.664754,0.755400,0.116208
0.989457,0.345395,0.234581,0.520775,-0.251410,1.873021,0.933320,0.297313
0.374667,0.752877,0.820563,0.303604,-0.326848,1.946429,1.015960,0.327417
0.425751,0.167566,0.085685,0.023865,-0.465052,1.928988,0.795640,0.053769
0.076874,0.613442,0.135879,0.538154,-0.044302,1.728504,0.667160,0.167163
0.497030,0.394770,0.163895,0.686596,-0.938867,0.543429,0.729080,0.094573
0.540492,0.376126,0.441194,0.732415,-0.666022,1.745179,0.877800,0.293977
0.965301,0.359141,0.823632,0.634614,-0.639887,1.894488,0.827160,0.231875
0.484656,0.123247,0.074201,0.585476,-0.382981,1.119579,1.391800,0.567884
0.278637,0.033819,0.430800,0.289779,-0.218839,1.775079,1.138040,0.325924
0.960450,0.138573,0.125682,0.148211,-0.097961,1.568654,1.142200,0.278519
0.267450,0.338996,0.708198,0.195453,-0.743143,0.869263,0.709400,0.050358
0.398427,0.357403,0.380112,0.781712,-0.715819,0.588088,0.805880,0.146824
0.663450,0.292465,0.392982,0.358667,-0.740569,1.035821,0.706040,0.086922
0.243491,0.472348,0.483369,0.381577,-0.129541,1.453846,0.873080,0.208749
0.927185,0.408832,0.866994,0.156664,-0.055984,0.444338,0.642040,0.009220
0.301605,0.550637,0.994506,0.727518,-0.144490,1.744029,1.008120,0.380446
0.896100,0.691573,0.014802,0.708953,-0.748885,1.682313,0.667560,0.198764
0.901247,0.103812,0.587912,0.501657,-0.912335,1.604113,1.214680,0.376232
0.975399,0.430320,0.390903,0.255809,-0.831749,1.065338,1.359960,0.465642
0.842342,0.535311,0.565440,0.200667,-0.423670,0.730496,0.882280,0.114970
0.499209,0.665029,0.825117,0.475350,-0.043214,1.943746,1.260600,0.559895
0.663153,0.457970,0.683052,0.022048,-0.546331,0.761163,0.777000,0.033236
0.331602,0.511848,0.435354,0.680197,-0.621671,0.974296,0.931080,0.257480
0.715425,0.571019,0.792843,0.744503,-0.879862,1.802679,1.287000,0.556179
0.324969,0.737156,0.941145,0.330385,-0.013612,0.941138,1.317000,0.447498
0.582369,0.265763,0.724137,0.680355,-0.808979,1.515946,0.687080,0.151536
0.154491,0.205012,0.300021,0.566279,-0.064994,0.234079,0.824760,0.061290
0.856896,0.461209,0.210822,0.158165,-0.955499,0.157221,0.814600,0.009350
0.530888,0.578366,0.079349,0.049461,-0.620977,0.437821,1.252920,0.270081
0.174093,0.205407,0.071726,0.656813,-0.667706,0.648846,1.148280,0.348364
0.969459,0.727913,0.139244,0.413809,-0.911938,0.173896,0.902360,0.063162
0.659786,0.023233,0.030344,0.589742,-0.718492,0.284679,1.349240,0.406374
0.870063,0.588952,0.424167,0.570624,-0.094693,0.410987,0.680040,0.048056
0.526730,0.525278,0.805218,0.155874,-0.176666,0.329529,1.211160,0.241392
0.027671,0.133359,0.496833,0.075768,-0.891742,0.894754,1.396520,0.396747
0.156174,0.084537,0.779181,0.665266,-0.989059,1.535304,1.325960,0.500431
0.945897,0.592112,0.689289,0.519195,-0.532174,0.601121,1.282200,0.403478
0.111821,0.485225,0.733146,0.268607,-0.607117,0.893029,0.867560,0.116742
0.234186,0.597800,0.125780,0.633824,-0.600979,0.112562,0.971480,0.091009
0.675231,0.366725,0.100139,0.024813,-0.565933,0.696954,1.084840,0.152547
0.816207,0.337179,0.934017,0.595588,-0.613652,1.528596,0.604520,0.106150
0.561579,0.130515,0.195378,0.194268,-0.872437,0.677404,1.040440,0.160330
0.445353,0.029711,0.996387,0.208725,-0.024899,0.726854,0.741080,0.034085
0.984210,0.450228,0.565836,0.785188,-0.988564,0.322629,0.649800,0.044802
0.070935,0.395323,0.453867,0.524804,-0.691564,1.265821,1.332440,0.518984
0.887091,0.720803,0.451887,0.481986,-0.099544,0.821729,0.905960,0.204375
0.338234,0.318930,0.703643,0.794509,-0.386248,0.452387,0.921000,0.180121
0.988665,0.785030,0.384269,0.058388,-0.070636,0.904529,0.819560,0.110270
0.221612,0.111871,0.916196,0.182023,-0.043015,1.702054,1.169560,0.284790
0.324473,0.706346,0.549204,0.159587,-0.133303,1.958313,0.928920,0.240070
0.848183,0.525041,0.725325,0.758881,-0.087962,1.411871,0.909800,0.300369
0.522771,0.506239,0.957282,0.210068,-0.009355,0.144379,0.894280,0.026599
0.397041,0.278956,0.524553,0.624107,-0.863528,0.582146,1.061800,0.257631
0.082320,0.337574,0.778092,0.729888,-0.253687,0.535571,1.238680,0.396725
0.204783,0.174123,0.342294,0.773575,-0.561280,1.310288,0.713640,0.185757
0.634443,0.712350,0.924711,0.266553,-0.231016,1.925346,0.606200,0.119889
0.398624,0.665977,0.526434,0.310714,-0.157261,1.518246,0.703080,0.129434
0.695031,0.275717,0.664242,0.309608,-0.242005,0.838788,1.145800,0.281164
0.968469,0.511453,0.766311,0.422894,-0.510493,0.229863,0.868760,0.063752
0.617613,0.279272,0.255470,0.228159,-0.871547,0.188463,1.374760,0.379177
0.893130,0.246961,0.065885,0.746004,-0.922729,1.086229,0.705320,0.136711
0.704634,0.340497,0.045690,0.634930,-0.985100,1.315654,0.761480,0.180142
0.415554,0.296415,0.452382,0.790402,-0.276952,1.647429,0.965960,0.359429
0.984606,0.111397,0.506634,0.677274,-0.975496,0.921013,1.340920,0.471401
0.460401,0.649308,0.997673,0.720487,-0.040045,0.227946,1.009800,0.163696
0.335067,0.302735,0.142611,0.369885,-0.984308,1.756487,1.311880,0.513659
0.489210,0.109264,0.041927,0.437114,-0.726709,0.359046,0.688600,0.028034
0.696615,0.636352,0.346551,0.742923,-0.416839,0.432646,1.107320,0.287135
0.239532,0.376047,0.736017,0.027736,-0.931045,0.573904,1.166760,0.167283
0.367143,0.786373,0.288438,0.485699,-0.856498,1.429504,1.044680,0.358839
0.971241,0.355586,0.210228,0.017545,-0.225274,0.694846,0.991720,0.104536
0.366747,0.056571,0.451193,0.742765,-0.467428,0.945546,0.802760,0.179767
0.647214,0.080982,0.682557,0.479853,-0.531878,1.585329,1.170040,0.357458
0.745421,0.471400,0.392784,0.540051,-0.367636,1.410721,0.930680,0.277371
0.726414,0.582553,0.143601,0.784872,-0.763141,0.944204,1.328440,0.552489
0.285270,0.352900,0.727206,0.189133,-0.596822,0.531163,1.023000,0.131752
0.419712,0.699394,0.703446,0.662738,-0.942034,0.737971,1.003800,0.258409
0.854916,0.576865,0.490695,0.356929,-0.422581,1.976521,0.912280,0.299321
0.129345,0.490834,0.334176,0.564778,-0.539104,0.492063,0.885240,0.142401
0.198546,0.114003,0.358826,0.089197,-0.787199,0.181754,0.882920,0.012831
0.344373,0.168514,0.547025,0.619841,-0.915898,0.366712,0.808440,0.089702
0.202506,0.768756,0.850361,0.019520,-0.050936,0.486121,0.615160,0.000975
0.276063,0.555535,0.516038,0.295704,-0.796405,1.494096,1.067400,0.292974
0.448224,0.519353,0.432483,0.072370,-0.161914,1.609671,0.978680,0.203233
0.566628,0.166381,0.688596,0.565015,-0.772942,1.363954,0.721480,0.136333
0.233394,0.136993,0.471390,0.435613,-0.899563,0.396421,1.377640,0.421276
0.939264,0.163221,0.540294,0.356218,-0.387239,1.345938,0.802120,0.125151
0.357737,0.127750,0.718197,0.615654,-0.543559,1.052304,0.623400,0.092578
0.090041,0.141575,0.412187,0.096149,-0.201217,1.393854,1.397320,0.432320
0.758588,0.699868,0.277647,0.519827,-0.346055,0.475771,0.811080,0.103054
0.065490,0.395797,0.668895,0.562092,-0.020641,0.431113,1.396840,0.479255
0.663351,0.150818,0.979359,0.729335,-0.462874,1.747096,0.818680,0.209550
0.032820,0.532309,0.297150,0.287330,-0.070339,1.112488,1.349160,0.468142
0.335265,0.342709,0.861945,0.701448,-0.130234,0.334704,1.054040,0.218043
0.818285,0.472664,0.977082,0.689914,-0.896197,1.981121,1.233400,0.488207
0.727998,0.250753,0.644442,0.570387,-0.893128,0.560679,1.131480,0.279427
0.895308,0.210937,0.862340,0.477325,-0.606920,0.165463,1.024520,0.120638
0.337442,0.224366,0.072321,0.135650,-0.864617,0.094738,0.846360,0.003587
0.070539,0.201852,0.060342,0.735023,-0.868576,0.842046,1.234600,0.464454
0.653846,0.700263,0.063114,0.299101,-0.511681,1.818779,1.105400,0.425906
0.643848,0.237323,0.695427,0.462394,-0.479506,1.706846,1.270680,0.459508
0.811356,0.118111,0.379419,0.187000,-0.581971,0.652104,0.757240,0.036831
0.697407,0.743555,0.414069,0.138099,-0.166072,1.572679,1.374600,0.562582
0.696021,0.365698,0.472083,0.119059,-0.291407,1.166921,1.108600,0.248645
0.711365,0.631454,0.595635,0.525594,-0.279328,0.457179,1.060600,0.229606
0.756312,0.029316,0.219831,0.434033,-0.671963,1.845804,0.781960,0.140387
0.287942,0.127671,0.908574,0.073555,-0.231907,0.249987,0.696520,0.001381
0.158550,0.359457,0.544254,0.503395,-0.237055,1.196054,0.830040,0.187237
0.580389,0.221444,0.841452,0.561697,-0.848974,1.214263,1.373240,0.489109
0.503861,0.731073,0.465945,0.750349,-0.432976,0.421913,1.373480,0.481432
0.481388,0.412228,0.069747,0.505212,-0.244777,1.845229,0.920040,0.305838
0.049749,0.049934,0.566628,0.144577,-0.663547,1.730421,1.076760,0.191026
0.591576,0.580103,0.383478,0.686280,-0.241510,1.547954,1.373160,0.650467
0.837491,0.600565,0.714336,0.157296,-0.699385,1.553321,1.188360,0.382095
0.631374,0.517852,0.016286,0.141338,-0.264676,1.533771,1.249320,0.427500
0.073805,0.212754,0.914118,0.452519,-0.047668,1.534346,0.647560,0.104009
0.268836,0.380076,0.695723,0.761172,-0.910354,1.316804,1.300040,0.522064
0.123107,0.068737,0.388923,0.143866,-0.557024,0.249604,1.329640,0.333178
0.864221,0.626635,0.347244,0.168988,-0.555736,0.794513,0.911320,0.140196
0.738690,0.501182,0.249333,0.372650,-0.711265,0.507013,0.807320,0.082288
0.933818,0.767176,0.536433,0.722225,-0.495841,0.313812,1.352600,0.433580
0.985695,0.750033,0.558213,0.717168,-0.547123,1.266396,0.801720,0.233784
0.195081,0.488938,0.063708,0.389951,-0.607316,0.510654,0.606920,0.023722
0.842541,0.151845,0.716612,0.410017,-0.096079,1.140854,0.676440,0.072577
0.891942,0.529623,0.846600,0.434191,-0.791257,1.656246,0.714040,0.158677
0.367935,0.481433,0.193893,0.506001,-0.745816,0.500304,0.601960,0.033366
0.599990,0.680276,0.724830,0.475271,-0.964507,1.428929,0.994120,0.299584
0.350907,0.156506,0.031830,0.037374,-0.165082,0.583871,1.100520,0.131763
0.366153,0.147974,0.779676,0.049066,-0.564448,1.779871,1.356440,0.372466
0.336651,0.258889,0.981635,0.384737,-0.236461,1.792713,0.918600,0.215456
0.648105,0.339075,0.131721,0.413019,-0.952330,0.638113,1.029080,0.214815
0.237849,0.265131,0.995199,0.072608,-0.876100,0.987329,1.393320,0.393904
0.593457,0.072213,0.920751,0.502605,-0.977179,0.482479,0.913720,0.130004
0.605931,0.335125,0.912534,0.507503,-0.098554,0.444146,0.919160,0.134093
0.032127,0.545739,0.769676,0.360010,-0.311503,1.048279,0.884920,0.158884
0.699090,0.775313,0.212406,0.733917,-0.678397,0.279696,1.213000,0.320122
0.504950,0.771758,0.123603,0.478036,-0.814028,0.730304,0.851800,0.158097
0.340313,0.036979,0.703545,0.190397,-0.125383,1.193563,1.129880,0.236205
0.234384,0.764569,0.981438,0.569833,-0.288832,0.506821,0.608440,0.043562
0.922038,0.560512,0.643649,0.162273,-0.670675,0.795088,1.165640,0.276613
0.443274,0.645753,0.298041,0.048908,-0.434264,1.143921,1.194200,0.299488
0.559401,0.344684,0.359025,0.726017,-0.889366,0.968354,0.624840,0.103225
0.427631,0.462552,0.881250,0.171279,-0.753934,0.937113,0.777240,0.073087
0.445947,0.603093,0.376944,0.512164,-0.205474,1.513262,1.348920,0.592518
0.082616,0.047802,0.476241,0.441854,-0.372487,0.114096,1.346680,0.356458
0.176469,0.733680,0.936690,0.795774,-0.287644,0.903954,0.949480,0.275211
0.497426,0.517298,0.539403,0.083825,-0.807790,0.789529,1.111400,0.193261
0.610881,0.165986,0.857390,0.180285,-0.304771,1.889504,0.686040,0.066395
0.966093,0.350214,0.613356,0.097572,-0.522077,0.832463,0.605720,0.019148
0.125682,0.277850,0.553560,0.074188,-0.937678,1.861713,0.668840,0.042204
0.253194,0.739289,0.070637,0.551505,-0.120235,1.163663,0.917640,0.264852
0.525641,0.333624,0.030048,0.421551,-0.452182,0.303463,0.937000,0.107144
0.948174,0.347686,0.286359,0.058862,-0.696910,0.390671,1.398200,0.400523
0.718098,0.366488,0.408624,0.560749,-0.243787,1.267162,0.852520,0.212261
0.296160,0.331016,0.686715,0.280931,-0.676616,0.342179,1.204680,0.249335
0.570885,0.649071,0.098357,0.034609,-0.164290,1.189729,0.965880,0.173842
0.574943,0.469109,0.540393,0.501182,-0.033709,1.953137,1.388840,0.653411
0.626226,0.429451,0.424860,0.657602,-0.437134,0.612238,0.731640,0.101069
0.656421,0.725385,0.504753,0.331016,-0.127066,0.752154,1.097320,0.277734
0.728591,0.124352,0.421296,0.662501,-0.342491,0.937496,0.967480,0.245417
0.618207,0.139363,0.953322,0.112897,-0.449608,1.752271,0.692600,0.046578
0.646421,0.047012,0.730671,0.494705,-0.870754,1.243204,0.788920,0.133088
0.465945,0.133043,0.977379,0.724516,-0.659389,1.916913,0.709320,0.168609
0.388527,0.560117,0.015000,0.431426,-0.327541,0.596521,0.679160,0.054662
0.054600,0.637300,0.902535,0.782818,-0.143203,1.493138,0.602680,0.146344
0.651075,0.381577,0.973419,0.159034,-0.488020,1.854621,0.769000,0.121186
0.049056,0.590453,0.830264,0.259680,-0.486239,0.323588,0.931240,0.078671
0.606723,0.465317,0.442284,0.225789,-0.989356,0.891496,0.753160,0.080202
0.495347,0.195058,0.645234,0.629716,-0.586030,1.643979,1.087160,0.369156
0.716118,0.243564,0.711069,0.795616,-0.155776,0.116204,1.268120,0.307888
0.895407,0.404724,0.775517,0.542500,-0.079051,0.343712,1.185160,0.287241
0.046284,0.632876,0.085388,0.140074,-0.599197,0.971229,0.697800,0.031302
0.687408,0.243406,0.662856,0.305658,-0.480893,1.550638,1.344440,0.466644
0.041631,0.665424,0.881547,0.023707,-0.114394,1.605454,1.117640,0.154286
0.867489,0.589189,0.977181,0.141733,-0.791357,0.796621,1.340280,0.382907
0.831353,0.733443,0.916098,0.345079,-0.021334,0.163354,0.984920,0.088450
0.038067,0.269397,0.505742,0.407410,-0.713740,0.489187,0.809240,0.083425
0.982428,0.283617,0.991536,0.452045,-0.399316,0.503946,0.910840,0.126092
0.834918,0.562644,0.120038,0.212359,-0.699583,1.335587,0.753720,0.130941
0.451986,0.641882,0.591873,0.782897,-0.023413,1.723137,0.977080,0.400669
0.866895,0.193794,0.144293,0.526305,-0.295861,1.121879,0.767880,0.134365
0.618702,0.041877,0.031929,0.403618,-0.845708,1.684996,1.285080,0.459585
0.649689,0.430794,0.510099,0.780053,-0.625630,0.104512,1.237800,0.276189
0.763737,0.236612,0.978666,0.173570,-0.714730,0.835721,1.338520,0.360598
0.191616,0.330227,0.796407,0.565805,-0.085585,0.749663,1.103160,0.308227
0.602268,0.697261,0.785120,0.017861,-0.949360,1.235154,0.831080,0.109296
0.823334,0.580894,0.459609,0.010277,-0.164389,0.877121,1.102680,0.215234
0.766905,0.782186,0.169044,0.259838,-0.126671,1.698988,1.053320,0.386786
0.779775,0.621658,0.767597,0.028368,-0.976585,1.952946,1.306920,0.458458
0.735819,0.348239,0.193101,0.047012,-0.474556,0.701938,1.206760,0.249657
0.480399,0.522908,0.769875,0.707768,-0.955796,0.097612,1.282600,0.303849
0.473271,0.271292,0.180528,0.639749,-0.718394,0.311513,0.750760,0.058655
0.669786,0.406857,0.203693,0.569202,-0.537619,1.791179,1.227800,0.518066
0.687012,0.569755,0.426642,0.438457,-0.988070,0.176388,1.299240,0.323396
0.088062,0.077347,0.826304,0.021337,-0.029057,0.990779,0.662440,0.003139
0.342195,0.450070,0.279627,0.396034,-0.780763,0.949571,0.686760,0.086113
0.650778,0.738420,0.531186,0.492888,-0.490793,1.580921,1.304360,0.565581
0.146768,0.683041,0.538610,0.563198,-0.493564,1.913654,1.376920,0.634084
0.075884,0.332360,0.659687,0.665424,-0.449410,1.228638,1.204360,0.455642
0.101129,0.572125,0.994209,0.021653,-0.281803,1.172288,0.724280,0.015163
0.219435,0.107447,0.939065,0.228554,-0.548311,0.181563,1.043080,0.100638
0.493368,0.477799,0.377637,0.733364,-0.242995,0.144763,0.737960,0.026352
0.724038,0.753588,0.475746,0.586187,-0.844718,0.704046,0.641640,0.080848
0.760173,0.713377,0.937482,0.521012,-0.838678,1.870721,0.946520,0.320078
0.615731,0.555377,0.851154,0.390899,-0.366448,1.034288,1.188280,0.364244
0.776805,0.125775,0.709781,0.692442,-0.729482,1.282496,0.739240,0.147254
0.980349,0.195611,0.525741,0.680671,-0.261112,0.233888,1.261240,0.329992
0.027375,0.615259,0.443076,0.656260,-0.939856,0.184629,1.377880,0.410353
0.412881,0.134227,0.871053,0.559485,-0.240718,1.339996,1.329240,0.505218
0.524652,0.308897,0.313584,0.793720,-0.140134,0.474046,1.351640,0.480745
0.462975,0.523856,0.682854,0.039269,-0.311306,1.989554,0.727320,0.099919
0.583655,0.788585,0.677508,0.687070,-0.105385,0.662454,1.016120,0.272345
0.165975,0.015570,0.647214,0.051041,-0.128155,0.821538,1.229400,0.245037
0.592269,0.251385,0.833234,0.558458,-0.114196,0.693696,0.644840,0.060981
0.579300,0.083352,0.164688,0.484909,-0.542173,0.214529,1.262760,0.307981
0.925899,0.238113,0.716711,0.607754,-0.763934,1.533579,0.895240,0.228229
0.499110,0.741738,0.606822,0.265763,-0.822245,1.529554,0.869080,0.209137
0.435849,0.284407,0.481290,0.551664,-0.259429,1.637079,0.672600,0.143010
0.716514,0.669927,0.651371,0.277534,-0.471685,1.370087,1.122760,0.356299
0.700476,0.617550,0.293784,0.273505,-0.250024,1.642637,1.062120,0.355808
0.431790,0.272162,0.335363,0.478431,-0.264775,1.208321,0.812920,0.169589
0.407832,0.739210,0.818484,0.364829,-0.818977,1.932246,1.049320,0.341846
0.951639,0.734233,0.844224,0.630032,-0.320314,1.618488,1.196680,0.515562
0.078756,0.509082,0.155184,0.261497,-0.966982,1.910204,1.006200,0.278490
0.170430,0.789375,0.542868,0.488464,-0.137461,0.852013,0.934680,0.212436
0.995397,0.661790,0.896496,0.217652,-0.111424,0.550138,0.967800,0.142046
0.909564,0.225473,0.369717,0.343657,-0.506236,0.614729,1.361080,0.424698
0.370806,0.652547,0.947778,0.659104,-0.247945,0.620671,1.189240,0.363248
0.417435,0.106577,0.881448,0.693943,-0.044897,1.661229,0.716520,0.167767
0.836799,0.583027,0.229038,0.137467,-0.482278,1.206404,1.246280,0.400187
0.992328,0.628452,0.544650,0.341524,-0.483367,1.537796,0.867960,0.239501
0.515841,0.654601,0.314870,0.190713,-0.901048,0.323204,0.756600,0.021858
0.070341,0.079086,0.278043,0.412703,-0.742649,1.708763,1.135720,0.388906
0.234879,0.196401,0.855410,0.069763,-0.767398,0.786079,0.748920,0.023284
0.395457,0.534995,0.383775,0.748769,-0.573457,0.474621,0.715000,0.087524
0.897089,0.706109,0.192606,0.089435,-0.326255,1.149671,0.661960,0.072166
0.955698,0.043299,0.733047,0.613363,-0.098950,0.156262,1.255960,0.297705
0.956292,0.474086,0.411197,0.378338,-0.883525,1.970962,1.059000,0.373002
0.805911,0.789138,0.609692,0.734470,-0.730274,1.480871,1.382760,0.649914
0.293685,0.782423,0.815514,0.464921,-0.417929,0.395271,0.949880,0.140199
0.109841,0.664633,0.378924,0.735496,-0.516829,1.382163,1.122840,0.453362
0.794229,0.458128,0.914019,0.750428,-0.352786,1.473779,0.843640,0.247144
0.717800,0.565410,0.753936,0.352189,-0.819572,1.250104,1.152600,0.347714
0.342096,0.464842,0.222801,0.734233,-0.548212,1.201229,0.830760,0.238564
