,predicted,target,err,delta
40203,0.353870,0.353213,0.000656,0.000656
69325,0.318359,0.318898,0.000540,-0.000540
57862,0.555069,0.553935,0.001134,0.001134
52991,0.229933,0.229233,0.000701,0.000701
89245,0.267465,0.267535,0.000070,-0.000070
26873,0.397354,0.394771,0.002582,0.002582
62596,0.245165,0.244026,0.001139,0.001139
47745,0.330543,0.330172,0.000371,0.000371
40990,0.319710,0.319216,0.000494,0.000494
13928,-0.001245,0.000026,0.001271,-0.001271
94953,0.469564,0.468266,0.001299,0.001299
18742,0.258598,0.258199,0.000399,0.000399
1057,0.122849,0.120773,0.002076,0.002076
4337,0.279169,0.278228,0.000941,0.000941
34170,0.441342,0.440396,0.000946,0.000946
96505,0.483062,0.481507,0.001555,0.001555
2029,0.533219,0.530980,0.002240,0.002240
1430,0.167219,0.164924,0.002295,0.002295
35083,0.362736,0.362159,0.000577,0.000577
33931,0.352318,0.352771,0.000453,-0.000453
55375,0.511654,0.511300,0.000354,0.000354
22824,0.136015,0.135833,0.000182,0.000182
73646,0.260676,0.260140,0.000536,0.000536
25269,0.474058,0.473861,0.000197,0.000197
64034,0.233433,0.231861,0.001572,0.001572
14805,0.341962,0.340974,0.000988,0.000988
60297,0.000248,0.002428,0.002180,-0.002180
50078,0.162820,0.162228,0.000592,0.000592
31591,0.595719,0.595320,0.000399,0.000399
585,0.007230,0.007440,0.000211,-0.000211
36904,0.378299,0.377011,0.001288,0.001288
21332,0.458674,0.458300,0.000374,0.000374
39456,0.178528,0.177501,0.001027,0.001027
12533,0.400039,0.397266,0.002772,0.002772
40815,0.049065,0.046173,0.002892,0.002892
68316,0.193305,0.193068,0.000236,0.000236
42917,0.280630,0.279053,0.001578,0.001578
5215,0.005857,0.007125,0.001268,-0.001268
83012,0.129924,0.127954,0.001970,0.001970
40199,0.472482,0.469798,0.002684,0.002684
64273,0.154133,0.151673,0.002460,0.002460
88543,0.109841,0.106870,0.002972,0.002972
833,0.477473,0.474951,0.002522,0.002522
41272,0.264289,0.262603,0.001685,0.001685
79342,0.371076,0.370178,0.000898,0.000898
35015,0.315987,0.313340,0.002647,0.002647
66702,0.076572,0.074651,0.001921,0.001921
65643,0.066687,0.063973,0.002714,0.002714
18485,0.431865,0.430477,0.001389,0.001389
33333,0.194611,0.193066,0.001545,0.001545
13551,0.069638,0.066731,0.002907,0.002907
95260,0.550260,0.547580,0.002680,0.002680
17672,0.272612,0.270733,0.001880,0.001880
23145,0.204854,0.204213,0.000642,0.000642
61129,0.062955,0.059759,0.003196,0.003196
69840,0.355474,0.354876,0.000598,0.000598
96986,0.266034,0.265346,0.000688,0.000688
35753,0.459165,0.457043,0.002122,0.002122
33459,0.292397,0.293521,0.001124,-0.001124
14268,0.141135,0.138553,0.002583,0.002583
22186,0.563940,0.561260,0.002680,0.002680
15022,0.533492,0.531516,0.001976,0.001976
11968,0.557452,0.556110,0.001341,0.001341
28565,0.562093,0.560812,0.001281,0.001281
25841,0.497225,0.496094,0.001131,0.001131
278,0.161695,0.164164,0.002469,-0.002469
76182,0.449605,0.449852,0.000247,-0.000247
6148,0.059510,0.057123,0.002387,0.002387
61296,0.374062,0.372205,0.001857,0.001857
77959,0.550557,0.547843,0.002714,0.002714
14149,0.316721,0.315915,0.000807,0.000807
47139,0.312119,0.310227,0.001892,0.001892
29517,0.405406,0.403244,0.002162,0.002162
10049,0.245282,0.242365,0.002917,0.002917
53345,0.247679,0.246731,0.000948,0.000948
75309,0.382621,0.381308,0.001313,0.001313
20612,0.233569,0.232098,0.001471,0.001471
34286,0.346508,0.346201,0.000307,0.000307
59396,0.562364,0.560881,0.001484,0.001484
38720,0.268843,0.266805,0.002038,0.002038
31120,0.353701,0.352650,0.001051,0.001051
46499,0.288114,0.286421,0.001693,0.001693
31418,0.262220,0.262348,0.000129,-0.000129
1572,0.499418,0.497506,0.001913,0.001913
78056,0.270432,0.267797,0.002635,0.002635
53083,0.063121,0.061099,0.002022,0.002022
27805,0.584158,0.582068,0.002090,0.002090
96810,0.375043,0.372294,0.002749,0.002749
97649,0.159247,0.159142,0.000105,0.000105
15842,0.109388,0.106605,0.002783,0.002783
52852,0.453189,0.451436,0.001753,0.001753
50137,0.026919,0.025055,0.001864,0.001864
27537,0.251308,0.249986,0.001322,0.001322
11855,0.159158,0.158927,0.000231,0.000231
41093,0.180650,0.182068,0.001418,-0.001418
40941,0.424857,0.423643,0.001214,0.001214
78212,0.466046,0.465508,0.000538,0.000538
70851,0.398270,0.396412,0.001858,0.001858
85906,0.368889,0.367232,0.001658,0.001658
70226,0.092922,0.089547,0.003375,0.003375
17247,0.061121,0.057954,0.003167,0.003167
91330,0.189224,0.187497,0.001727,0.001727
74411,0.449474,0.446055,0.003419,0.003419
13735,0.373065,0.372292,0.000773,0.000773
75533,0.290067,0.289686,0.000380,0.000380
19778,0.029891,0.028306,0.001585,0.001585
8093,0.059896,0.053771,0.006125,0.006125
92533,0.410741,0.409513,0.001228,0.001228
82192,0.588356,0.587060,0.001296,0.001296
67483,0.226130,0.227100,0.000970,-0.000970
46677,0.125061,0.122142,0.002919,0.002919
74257,0.273962,0.272873,0.001089,0.001089
54568,0.259512,0.259447,0.000066,0.000066
61460,0.208093,0.206976,0.001117,0.001117
31021,0.485052,0.483323,0.001730,0.001730
2129,0.525140,0.523311,0.001829,0.001829
95184,0.133467,0.132025,0.001442,0.001442
11863,0.077042,0.073320,0.003723,0.003723
55042,0.072068,0.069362,0.002707,0.002707
14424,0.353064,0.351979,0.001085,0.001085
52150,0.447043,0.445566,0.001477,0.001477
9161,0.481753,0.478457,0.003296,0.003296
42665,0.341762,0.341445,0.000317,0.000317
7315,0.333681,0.332939,0.000742,0.000742
2180,0.610101,0.608201,0.001899,0.001899
67358,0.579371,0.576801,0.002570,0.002570
9600,0.563766,0.561698,0.002068,0.002068
35736,0.558318,0.555948,0.002370,0.002370
30464,0.468585,0.467403,0.001182,0.001182
10571,0.242415,0.240471,0.001944,0.001944
85766,0.240184,0.238867,0.001317,0.001317
6175,0.075374,0.075222,0.000152,0.000152
31196,0.234026,0.233386,0.000640,0.000640
77457,0.112729,0.110451,0.002277,0.002277
1221,0.215747,0.214824,0.000923,0.000923
74448,0.536347,0.535031,0.001316,0.001316
37037,0.092546,0.090044,0.002502,0.002502
16290,0.543157,0.542528,0.000628,0.000628
25452,0.526915,0.524744,0.002171,0.002171
33562,0.240144,0.238049,0.002095,0.002095
655,0.545313,0.543842,0.001472,0.001472
43383,0.468570,0.466052,0.002519,0.002519
64832,0.088524,0.085776,0.002748,0.002748
37691,0.348506,0.348534,0.000027,-0.000027
50194,0.371004,0.370183,0.000821,0.000821
64797,0.147284,0.146925,0.000359,0.000359
34272,0.458358,0.456949,0.001409,0.001409
4050,0.191545,0.191199,0.000345,0.000345
87071,0.143740,0.141140,0.002600,0.002600
81772,0.586668,0.585028,0.001640,0.001640
70996,0.210335,0.208991,0.001344,0.001344
4367,0.447502,0.446165,0.001336,0.001336
56345,0.232605,0.231336,0.001269,0.001269
45917,0.359776,0.358665,0.001112,0.001112
46368,0.556590,0.554193,0.002397,0.002397
90889,0.144338,0.143047,0.001291,0.001291
5073,0.188803,0.186012,0.002791,0.002791
35990,0.514619,0.512888,0.001731,0.001731
10501,0.528265,0.525407,0.002859,0.002859
55929,0.435261,0.433407,0.001854,0.001854
11014,0.404334,0.403864,0.000470,0.000470
80127,0.296998,0.293980,0.003018,0.003018
40038,0.328145,0.328055,0.000091,0.000091
69575,0.432533,0.431154,0.001379,0.001379
8786,0.044005,0.043203,0.000801,0.000801
60718,0.355889,0.354413,0.001476,0.001476
55431,0.324618,0.325540,0.000922,-0.000922
95340,0.204590,0.204285,0.000304,0.000304
19212,0.237876,0.236195,0.001682,0.001682
94481,0.139528,0.138796,0.000732,0.000732
41046,0.375356,0.372977,0.002380,0.002380
3789,0.130361,0.127963,0.002398,0.002398
90091,0.463006,0.462391,0.000615,0.000615
58116,0.140309,0.138235,0.002075,0.002075
22506,0.091757,0.088996,0.002762,0.002762
17919,0.234930,0.232568,0.002362,0.002362
96634,0.062853,0.059474,0.003379,0.003379
8569,0.327694,0.326378,0.001316,0.001316
88173,0.561634,0.559968,0.001666,0.001666
45794,0.350963,0.349213,0.001750,0.001750
73838,-0.004042,0.000000,0.004042,-0.004042
15460,0.233265,0.232518,0.000746,0.000746
8311,0.611341,0.609021,0.002320,0.002320
64111,0.303141,0.301908,0.001233,0.001233
9660,0.626210,0.625180,0.001030,0.001030
856,0.030187,0.028510,0.001678,0.001678
57419,0.365401,0.364484,0.000917,0.000917
40011,0.459584,0.459108,0.000476,0.000476
21177,0.248638,0.247438,0.001201,0.001201
85574,0.372177,0.372144,0.000032,0.000032
22153,0.349770,0.349455,0.000314,0.000314
66029,0.571673,0.569368,0.002306,0.002306
11468,0.554060,0.552252,0.001808,0.001808
65981,0.408970,0.406948,0.002022,0.002022
37237,0.281595,0.281589,0.000005,0.000005
72375,0.366970,0.366647,0.000323,0.000323
83142,0.260963,0.260960,0.000004,0.000004
20282,0.377817,0.376346,0.001471,0.001471
12387,0.124618,0.124315,0.000303,0.000303
29869,0.062481,0.060447,0.002034,0.002034
78788,0.526224,0.524503,0.001721,0.001721
69417,0.621295,0.619496,0.001799,0.001799
10899,0.581867,0.580324,0.001543,0.001543
22739,0.584475,0.582033,0.002442,0.002442
1414,0.136576,0.134072,0.002505,0.002505
30952,0.489184,0.487736,0.001449,0.001449
56834,0.361672,0.360839,0.000833,0.000833
38935,0.173987,0.175573,0.001585,-0.001585
32200,0.370917,0.370038,0.000879,0.000879
68844,0.276817,0.275151,0.001666,0.001666
45691,0.276583,0.275484,0.001098,0.001098
72019,0.318969,0.318946,0.000023,0.000023
80647,0.261988,0.260182,0.001807,0.001807
20427,0.043902,0.041597,0.002305,0.002305
11895,0.568821,0.565579,0.003243,0.003243
4624,0.323255,0.324221,0.000966,-0.000966
29505,0.520178,0.519684,0.000494,0.000494
12560,0.642025,0.639895,0.002130,0.002130
38942,0.238082,0.236711,0.001372,0.001372
69605,0.576242,0.574399,0.001844,0.001844
573,0.265827,0.266326,0.000498,-0.000498
84865,0.315653,0.313778,0.001875,0.001875
51743,0.211867,0.211763,0.000104,0.000104
74336,0.545706,0.544146,0.001560,0.001560
86884,0.622717,0.621567,0.001150,0.001150
36238,0.366071,0.364226,0.001844,0.001844
50282,0.120439,0.119748,0.000691,0.000691
7748,0.109998,0.107531,0.002467,0.002467
45119,0.501183,0.500407,0.000776,0.000776
99911,0.586781,0.581846,0.004936,0.004936
73381,0.222462,0.221086,0.001376,0.001376
60893,0.111119,0.108316,0.002803,0.002803
76178,0.348864,0.349008,0.000144,-0.000144
79843,0.332884,0.329334,0.003549,0.003549
86323,0.553253,0.550939,0.002314,0.002314
98517,0.340073,0.339954,0.000118,0.000118
76929,0.319978,0.318897,0.001081,0.001081
17961,0.113555,0.111324,0.002230,0.002230
64845,0.222139,0.219890,0.002249,0.002249
28286,0.243557,0.242352,0.001205,0.001205
16730,0.133928,0.132657,0.001271,0.001271
67702,0.602863,0.601280,0.001583,0.001583
81581,0.072349,0.070331,0.002018,0.002018
2742,0.275237,0.276862,0.001625,-0.001625
91839,0.172948,0.173140,0.000192,-0.000192
51276,0.216430,0.217212,0.000782,-0.000782
10817,0.505888,0.504089,0.001799,0.001799
13413,0.198611,0.197965,0.000647,0.000647
4645,0.409558,0.408684,0.000874,0.000874
24830,0.219650,0.217984,0.001665,0.001665
51477,0.504276,0.503349,0.000927,0.000927
60476,0.123639,0.121390,0.002249,0.002249
9887,0.260355,0.259132,0.001224,0.001224
77006,0.408062,0.407839,0.000224,0.000224
80595,0.290308,0.290388,0.000080,-0.000080
72761,0.299196,0.297789,0.001407,0.001407
97106,0.330860,0.330252,0.000607,0.000607
53569,0.178605,0.178515,0.000090,0.000090
15626,0.221595,0.220164,0.001432,0.001432
98422,0.528259,0.526803,0.001456,0.001456
38861,0.115325,0.113133,0.002192,0.002192
24547,0.520665,0.518974,0.001691,0.001691
78203,0.482090,0.480439,0.001651,0.001651
44524,0.293750,0.294121,0.000371,-0.000371
928,0.063977,0.060499,0.003478,0.003478
30572,0.499672,0.498338,0.001333,0.001333
2174,0.096957,0.094608,0.002350,0.002350
63407,0.510053,0.508015,0.002039,0.002039
15466,0.162075,0.158935,0.003141,0.003141
21287,0.509551,0.507860,0.001691,0.001691
68791,0.371913,0.371465,0.000448,0.000448
64130,0.469329,0.464633,0.004696,0.004696
42630,0.355891,0.355518,0.000372,0.000372
48459,0.424949,0.423407,0.001543,0.001543
8285,0.491587,0.491156,0.000431,0.000431
56544,0.465424,0.465750,0.000327,-0.000327
36137,0.306789,0.302468,0.004321,0.004321
73917,0.391392,0.389686,0.001706,0.001706
56097,0.243028,0.241296,0.001732,0.001732
25636,0.418109,0.416316,0.001793,0.001793
59975,0.550902,0.549179,0.001723,0.001723
63099,0.221479,0.221325,0.000154,0.000154
56512,0.159488,0.157153,0.002335,0.002335
68413,0.302318,0.301450,0.000868,0.000868
24263,0.298084,0.297851,0.000234,0.000234
60419,0.223771,0.221612,0.002159,0.002159
53042,0.345212,0.345182,0.000030,0.000030
92130,0.182595,0.182091,0.000504,0.000504
62660,0.083682,0.079846,0.003836,0.003836
24013,0.227944,0.226966,0.000978,0.000978
12042,0.317121,0.316790,0.000332,0.000332
49783,0.355365,0.355065,0.000300,0.000300
76814,0.352271,0.352389,0.000119,-0.000119
15394,0.373067,0.373889,0.000822,-0.000822
73796,0.460533,0.457883,0.002650,0.002650
50178,0.171754,0.171677,0.000077,0.000077
94484,0.099363,0.096900,0.002463,0.002463
114,0.197777,0.196515,0.001263,0.001263
60899,0.601435,0.600061,0.001374,0.001374
59780,0.393728,0.391138,0.002590,0.002590
62199,0.448578,0.447834,0.000744,0.000744
76633,0.412242,0.411311,0.000931,0.000931
37378,0.214748,0.213776,0.000972,0.000972
6729,0.591886,0.589692,0.002194,0.002194
5904,0.113947,0.112293,0.001654,0.001654
65966,0.346313,0.344841,0.001472,0.001472
14529,0.225995,0.225919,0.000076,0.000076
65585,0.524630,0.522983,0.001647,0.001647
7335,0.560717,0.557710,0.003007,0.003007
88467,0.408094,0.407947,0.000147,0.000147
38223,0.406494,0.404553,0.001941,0.001941
58174,0.034603,0.032899,0.001704,0.001704
89550,0.337242,0.335876,0.001366,0.001366
4162,0.230648,0.229038,0.001610,0.001610
38539,0.561264,0.559454,0.001810,0.001810
69509,0.195700,0.194756,0.000944,0.000944
33888,0.565821,0.563199,0.002622,0.002622
38621,0.299252,0.296530,0.002722,0.002722
96587,0.378227,0.376811,0.001416,0.001416
10618,0.170906,0.169283,0.001623,0.001623
38357,0.194670,0.194051,0.000618,0.000618
42505,0.503320,0.501267,0.002054,0.002054
32807,0.193624,0.194079,0.000455,-0.000455
56780,0.240270,0.240274,0.000004,-0.000004
40368,0.204949,0.201372,0.003577,0.003577
32386,0.400103,0.398943,0.001160,0.001160
17773,0.417503,0.416460,0.001043,0.001043
61121,0.315649,0.313325,0.002324,0.002324
17972,0.365475,0.363155,0.002320,0.002320
64304,0.274571,0.273247,0.001323,0.001323
69595,0.580989,0.578772,0.002217,0.002217
85582,0.389222,0.388396,0.000826,0.000826
14984,0.398676,0.397380,0.001296,0.001296
34606,0.474334,0.472409,0.001925,0.001925
9494,0.393902,0.392802,0.001101,0.001101
32071,0.000407,0.002445,0.002038,-0.002038
5169,0.349145,0.347666,0.001480,0.001480
70609,0.135338,0.135155,0.000183,0.000183
11317,0.370160,0.369226,0.000933,0.000933
42990,0.592963,0.591417,0.001546,0.001546
79976,0.040373,0.037474,0.002900,0.002900
60106,0.291333,0.289367,0.001966,0.001966
67709,0.319942,0.317647,0.002295,0.002295
43942,0.373397,0.372512,0.000886,0.000886
44017,0.273579,0.273701,0.000121,-0.000121
62412,0.390460,0.388611,0.001848,0.001848
27784,0.378614,0.378170,0.000444,0.000444
21659,0.322870,0.322221,0.000649,0.000649
31375,0.582454,0.578564,0.003890,0.003890
82860,0.273537,0.273419,0.000118,0.000118
13343,0.509537,0.507613,0.001923,0.001923
50614,0.124486,0.122908,0.001578,0.001578
34823,0.086330,0.081915,0.004415,0.004415
15837,0.552321,0.549648,0.002673,0.002673
85348,0.218485,0.216597,0.001888,0.001888
56729,0.533300,0.532726,0.000574,0.000574
59922,0.127914,0.126752,0.001162,0.001162
33803,0.329609,0.328256,0.001354,0.001354
19837,0.565561,0.563361,0.002200,0.002200
21517,0.277762,0.275120,0.002642,0.002642
91195,0.587212,0.585660,0.001552,0.001552
28010,0.399236,0.398339,0.000897,0.000897
30220,0.220205,0.219122,0.001083,0.001083
65201,0.324083,0.322602,0.001481,0.001481
22261,0.472934,0.472234,0.000700,0.000700
37115,0.234516,0.232465,0.002051,0.002051
44034,0.199121,0.199126,0.000005,-0.000005
55593,0.520535,0.518780,0.001754,0.001754
34338,0.399706,0.398384,0.001322,0.001322
8950,0.134730,0.132706,0.002024,0.002024
52506,0.484020,0.482959,0.001062,0.001062
84699,0.292653,0.290976,0.001677,0.001677
28852,0.057432,0.055251,0.002181,0.002181
48594,0.423874,0.423038,0.000836,0.000836
73976,0.263308,0.263481,0.000173,-0.000173
45566,0.062169,0.061356,0.000813,0.000813
87037,0.055640,0.053684,0.001956,0.001956
11147,0.461150,0.458584,0.002566,0.002566
86809,0.619095,0.617824,0.001271,0.001271
72443,0.578002,0.575537,0.002465,0.002465
27724,0.502634,0.501127,0.001507,0.001507
18092,0.571099,0.569344,0.001755,0.001755
85626,0.195851,0.193335,0.002516,0.002516
90866,0.321214,0.320275,0.000938,0.000938
19356,0.500243,0.498306,0.001938,0.001938
32832,0.409582,0.408423,0.001159,0.001159
89332,0.375560,0.373757,0.001803,0.001803
31333,0.260748,0.258819,0.001929,0.001929
68940,0.189227,0.187322,0.001905,0.001905
32612,0.286873,0.283420,0.003453,0.003453
41076,0.470419,0.470116,0.000303,0.000303
16783,0.529691,0.526812,0.002879,0.002879
41130,0.328165,0.326401,0.001764,0.001764
78318,0.303084,0.304059,0.000975,-0.000975
72169,0.233938,0.233814,0.000124,0.000124
4151,0.197700,0.197893,0.000194,-0.000194
2362,0.584375,0.583332,0.001043,0.001043
51010,0.031469,0.028930,0.002538,0.002538
18053,0.396431,0.395009,0.001422,0.001422
72164,0.567232,0.565230,0.002002,0.002002
49024,0.107365,0.106022,0.001344,0.001344
80323,0.334076,0.334709,0.000633,-0.000633
24135,0.387898,0.386419,0.001479,0.001479
98555,0.329016,0.329091,0.000075,-0.000075
31744,0.487361,0.486028,0.001333,0.001333
24933,0.224923,0.223488,0.001436,0.001436
73989,0.295331,0.295268,0.000063,0.000063
43458,0.477978,0.476802,0.001175,0.001175
35941,0.128276,0.126169,0.002107,0.002107
11373,0.299657,0.300614,0.000956,-0.000956
2797,0.044853,0.043056,0.001797,0.001797
24113,0.150658,0.148590,0.002068,0.002068
69043,0.439130,0.436617,0.002513,0.002513
52978,0.583954,0.581465,0.002488,0.002488
10408,0.249154,0.247158,0.001996,0.001996
89555,0.474519,0.472968,0.001552,0.001552
90463,0.520785,0.519179,0.001606,0.001606
7316,0.175397,0.173616,0.001781,0.001781
4545,0.398516,0.397883,0.000633,0.000633
54915,-0.001551,0.000006,0.001557,-0.001557
11504,0.475085,0.474708,0.000377,0.000377
30849,0.079105,0.075481,0.003623,0.003623
59438,0.268532,0.268496,0.000036,0.000036
25521,0.572952,0.570743,0.002209,0.002209
19981,0.151219,0.150781,0.000439,0.000439
64721,0.442474,0.439601,0.002873,0.002873
78227,0.005661,0.005922,0.000261,-0.000261
97907,0.152938,0.151924,0.001013,0.001013
47699,0.462984,0.461145,0.001839,0.001839
77635,0.360327,0.359786,0.000541,0.000541
24035,0.575377,0.572229,0.003148,0.003148
96251,0.578476,0.575197,0.003279,0.003279
84913,0.222997,0.221185,0.001812,0.001812
33319,0.585489,0.584873,0.000616,0.000616
18732,0.553291,0.550829,0.002462,0.002462
72180,0.179563,0.178677,0.000886,0.000886
63743,0.123637,0.121165,0.002472,0.002472
48527,0.417907,0.417433,0.000473,0.000473
96308,0.534820,0.532902,0.001918,0.001918
74497,0.601317,0.599456,0.001861,0.001861
56598,0.106578,0.103956,0.002622,0.002622
96260,0.218130,0.217175,0.000955,0.000955
82211,0.570067,0.569217,0.000850,0.000850
82019,0.409700,0.408195,0.001505,0.001505
30417,0.573589,0.571540,0.002049,0.002049
6843,0.417758,0.415827,0.001932,0.001932
9853,0.553940,0.551407,0.002533,0.002533
46217,0.117070,0.113740,0.003329,0.003329
48403,0.302345,0.301089,0.001257,0.001257
62854,0.364786,0.363691,0.001095,0.001095
39813,0.108873,0.106348,0.002525,0.002525
91764,0.183017,0.180313,0.002703,0.002703
98804,0.404514,0.403868,0.000646,0.000646
22999,0.364612,0.363698,0.000914,0.000914
82605,0.463012,0.461974,0.001039,0.001039
84014,0.513738,0.511485,0.002253,0.002253
28326,0.269548,0.268056,0.001492,0.001492
76914,0.149937,0.148263,0.001674,0.001674
61652,0.196991,0.195893,0.001098,0.001098
58991,0.273533,0.270556,0.002977,0.002977
20274,0.255095,0.255966,0.000871,-0.000871
74017,0.349852,0.348789,0.001063,0.001063
16129,0.248457,0.247330,0.001127,0.001127
42947,0.572464,0.571436,0.001028,0.001028
56275,0.345385,0.345615,0.000230,-0.000230
6313,0.150791,0.151654,0.000863,-0.000863
29391,0.059415,0.055690,0.003725,0.003725
19526,0.040471,0.037220,0.003251,0.003251
